turn,fromRank,fromFile,toRank,toFile,timeSpent,ELO,win
22,6,3,5,5,8,2553,1
34,5,5,7,4,11,2553,1
36,7,4,6,2,9,2553,1
38,6,2,4,3,10,2553,1
2,7,6,5,5,1,2558,1
16,7,1,5,2,8,2558,1
26,5,2,4,4,9,2558,1
40,5,5,6,3,19,2558,1
50,6,3,5,5,15,2558,1
52,5,5,4,7,13,2558,1
58,4,7,3,5,16,2558,1
70,3,5,4,3,20,2558,1
76,4,3,6,4,20,2558,1
80,6,4,5,2,21,2558,1
84,5,2,6,4,22,2558,1
88,6,4,4,5,23,2558,1
90,4,5,5,3,23,2558,1
92,5,3,4,1,23,2558,1
94,4,1,5,3,24,2558,1
98,5,3,4,5,25,2558,1
100,4,5,5,3,25,2558,1
102,5,3,4,5,26,2558,1
104,4,5,5,3,26,2558,1
4,7,1,5,2,2,2596,1
6,7,6,5,5,3,2596,1
2,7,6,5,5,1,2631,1
18,7,1,5,0,9,2631,1
20,5,0,6,2,5,2631,1
34,5,5,3,4,16,2631,1
58,6,2,7,4,24,2631,1
62,7,4,6,6,16,2631,1
4,7,6,5,5,2,2602,1
6,5,5,4,3,2,2602,1
12,7,1,5,2,6,2602,1
22,5,2,4,4,8,2602,1
8,7,1,5,2,4,2129,0
18,7,6,5,5,9,2129,0
22,5,5,4,7,6,2129,0
28,5,2,4,4,12,2129,0
38,4,4,5,2,12,2129,0
42,5,2,3,3,11,2129,0
44,3,3,2,1,11,2129,0
56,4,7,5,5,22,2129,0
4,7,6,5,5,2,1818,0
6,5,5,4,3,2,1818,0
10,7,1,5,2,5,1818,0
14,4,3,3,1,5,1818,0
16,5,2,3,3,5,1818,0
4,7,1,5,2,2,2304,1
26,7,6,6,4,13,2304,1
34,6,4,5,6,10,2304,1
38,5,6,3,5,10,2304,1
50,3,5,5,4,15,2304,1
58,5,4,4,6,16,2304,1
62,4,6,3,4,16,2304,1
64,3,4,2,6,16,2304,1
12,7,1,5,2,6,2404,1
24,5,2,3,1,9,2404,1
28,3,1,5,2,8,2404,1
14,7,6,5,5,7,2402,0
18,7,1,5,2,9,2402,0
26,5,2,7,3,8,2402,0
28,7,3,6,5,7,2402,0
66,6,5,5,3,26,2402,0
70,5,5,6,3,31,2402,0
74,5,3,3,2,20,2402,0
82,3,2,4,4,22,2402,0
88,6,3,4,4,26,2402,0
2,7,6,5,5,1,2257,1
12,7,1,5,0,6,2257,1
16,5,5,3,6,7,2257,1
24,3,6,5,5,8,2257,1
28,5,0,4,2,11,2257,1
36,4,2,3,0,11,2257,1
40,5,5,4,3,14,2257,1
42,4,3,5,5,11,2257,1
18,7,6,6,4,9,2297,1
20,7,1,5,2,10,2297,1
26,6,4,5,6,8,2297,1
30,5,6,4,4,8,2297,1
34,5,2,6,4,12,2297,1
44,6,4,4,5,13,2297,1
4,7,1,5,2,2,2044,1
16,7,6,5,5,8,2044,1
38,5,2,3,1,18,2044,1
44,5,5,4,3,18,2044,1
50,4,3,6,2,14,2044,1
62,6,2,7,4,18,2044,1
2,7,6,5,5,1,2048,1
16,5,5,3,4,7,2048,1
18,3,4,2,2,5,2048,1
20,7,1,6,3,10,2048,1
24,6,3,5,5,7,2048,1
34,5,5,6,3,11,2048,1
44,6,3,4,4,13,2048,1
46,4,4,6,3,12,2048,1
52,6,3,4,2,14,2048,1
64,4,2,6,3,19,2048,1
72,6,3,4,2,20,2048,1
2,7,1,5,2,1,2519,1
10,7,6,5,5,5,2519,1
18,5,2,4,0,8,2519,1
36,5,5,4,7,15,2519,1
38,4,7,5,5,10,2519,1
86,5,5,7,6,33,2519,1
90,7,6,6,4,23,2519,1
92,6,4,7,2,23,2519,1
94,7,2,5,1,24,2519,1
96,5,1,3,0,24,2519,1
98,3,0,5,1,25,2519,1
100,5,1,7,2,25,2519,1
104,7,2,6,4,27,2519,1
110,6,4,7,2,29,2519,1
112,7,2,5,1,28,2519,1
2,7,6,5,5,1,1936,0
16,7,1,6,3,8,1936,0
24,5,5,4,3,11,1936,0
40,6,3,4,4,16,1936,0
48,4,4,3,6,14,1936,0
56,3,6,4,4,16,1936,0
62,4,4,2,5,17,1936,0
4,7,1,5,2,2,2301,1
6,5,2,3,3,2,2301,1
10,7,6,5,5,5,2301,1
12,5,5,4,3,3,2301,1
18,4,3,5,5,6,2301,1
42,5,5,4,3,16,2301,1
44,4,3,3,5,11,2301,1
50,3,5,2,7,14,2301,1
52,2,7,4,6,13,2301,1
56,4,6,2,5,15,2301,1
60,2,5,1,3,16,2301,1
62,1,3,0,5,16,2301,1
6,7,6,5,5,3,1999,1
10,7,1,6,3,5,1999,1
26,6,3,4,2,10,1999,1
32,4,2,6,3,9,1999,1
6,7,1,5,2,3,2162,1
10,7,6,5,5,5,2162,1
18,5,5,6,3,6,2162,1
30,6,3,5,1,10,2162,1
32,5,2,4,4,14,2162,1
50,5,1,3,2,17,2162,1
8,7,6,5,5,4,2117,0
10,7,1,5,2,5,2117,0
28,5,5,3,4,12,2117,0
30,5,2,4,0,12,2117,0
38,3,4,1,3,12,2117,0
40,4,0,3,2,12,2117,0
42,3,2,4,4,11,2117,0
10,7,6,5,5,5,2414,1
20,7,1,5,2,10,2414,1
22,5,5,6,3,8,2414,1
38,5,2,6,4,14,2414,1
42,6,4,4,5,11,2414,1
4,7,1,5,2,2,2191,0
6,5,2,3,3,2,2191,0
8,7,6,5,5,4,2191,0
14,3,3,5,2,5,2191,0
28,5,5,6,3,12,2191,0
32,6,3,4,4,9,2191,0
40,4,4,6,5,12,2191,0
50,6,5,5,7,15,2191,0
52,5,7,4,5,13,2191,0
54,4,5,2,6,14,2191,0
56,2,6,1,4,14,2191,0
4,7,1,5,2,2,2429,0
8,7,6,5,5,4,2429,0
24,5,2,3,1,11,2429,0
28,3,1,5,2,8,2429,0
32,5,5,6,3,14,2429,0
34,5,2,4,4,10,2429,0
54,6,3,5,1,19,2429,0
56,5,1,4,3,14,2429,0
2,7,6,5,5,1,2596,0
10,7,1,6,3,5,2596,0
12,6,3,5,1,3,2596,0
20,5,5,3,4,9,2596,0
22,3,4,2,2,6,2596,0
32,5,1,3,2,13,2596,0
6,7,6,5,5,3,2681,1
12,5,5,3,4,4,2681,1
16,3,4,2,2,5,2681,1
22,7,1,5,2,11,2681,1
2,7,6,5,5,1,2240,0
12,7,1,5,0,6,2240,0
16,5,5,3,6,7,2240,0
20,3,6,5,7,6,2240,0
22,5,7,6,5,6,2240,0
28,5,0,4,2,11,2240,0
38,4,2,3,4,12,2240,0
44,3,4,1,3,12,2240,0
68,6,5,5,3,28,2240,0
72,5,3,3,4,19,2240,0
6,7,1,5,2,3,1858,0
12,7,6,5,5,6,1858,0
12,7,6,5,5,6,2397,1
18,7,1,5,2,9,2397,1
24,5,2,4,0,7,2397,1
26,5,5,4,3,10,2397,1
28,4,0,3,2,8,2397,1
30,3,2,2,4,8,2397,1
2,7,6,5,5,1,1923,0
8,7,6,5,5,4,2330,1
10,5,5,3,4,3,2330,1
12,3,4,1,3,3,2330,1
28,7,1,5,2,14,2330,1
6,7,1,6,3,3,1923,0
8,7,6,5,5,4,1923,0
16,5,5,3,4,6,1923,0
18,3,4,2,2,5,1923,0
16,7,6,5,5,8,2091,1
4,7,1,5,2,2,2070,0
8,7,6,5,5,4,2070,0
44,5,2,3,3,21,2070,0
58,5,5,3,4,27,2070,0
66,3,4,1,3,18,2070,0
70,1,3,3,4,18,2070,0
86,3,4,5,3,25,2070,0
18,7,6,5,5,9,2369,1
26,7,1,6,3,13,2369,1
44,5,5,6,3,17,2369,1
50,6,3,5,1,14,2369,1
54,5,1,7,2,14,2369,1
8,7,1,5,2,4,1933,0
14,7,6,5,7,7,1933,0
18,5,2,3,3,7,1933,0
22,3,3,1,4,6,1933,0
36,5,7,6,5,14,1933,0
14,7,6,6,4,7,2174,1
16,6,4,5,6,4,2174,1
20,7,1,5,2,10,2174,1
36,5,2,4,4,13,2174,1
38,5,6,4,4,15,2174,1
2,7,6,5,5,1,2068,0
24,5,5,4,7,11,2068,0
26,4,7,3,5,7,2068,0
30,7,1,6,3,15,2068,0
32,6,3,5,5,8,2068,0
44,5,5,4,7,14,2068,0
58,4,7,2,6,18,2068,0
4,7,6,5,5,2,2119,1
8,5,5,4,3,3,2119,1
10,7,1,5,2,5,2119,1
16,5,2,4,4,5,2119,1
18,4,3,5,5,7,2119,1
24,5,5,3,6,7,2119,1
38,3,6,2,4,13,2119,1
2,7,6,5,5,1,2081,1
14,5,5,4,7,6,2081,1
16,7,1,6,3,8,2081,1
20,4,7,3,5,6,2081,1
28,6,3,4,4,10,2081,1
2,7,6,5,5,1,2007,0
8,7,1,5,2,4,2007,0
26,5,5,3,4,12,2007,0
10,7,1,5,2,5,1865,0
16,7,6,6,4,8,1865,0
22,6,4,4,5,7,1865,0
30,5,2,3,1,12,1865,0
34,3,1,4,3,9,1865,0
38,4,5,2,4,13,1865,0
8,7,1,5,2,4,1926,1
44,7,6,5,7,22,1926,1
50,5,7,4,5,14,1926,1
54,4,5,2,4,14,1926,1
58,5,2,7,3,27,1926,1
76,7,3,5,2,23,1926,1
78,5,2,7,3,20,1926,1
80,7,3,5,2,20,1926,1
82,5,2,4,0,21,1926,1
84,4,0,5,2,21,1926,1
6,7,6,5,5,3,2253,1
10,7,1,6,3,5,2253,1
22,6,3,7,5,8,2253,1
34,7,5,5,4,11,2253,1
60,5,5,6,7,28,2253,1
2,7,1,5,2,1,2533,1
16,7,6,5,5,8,2533,1
2,7,1,5,2,1,2088,1
6,7,6,5,5,3,2088,1
10,5,5,3,4,3,2088,1
12,3,4,2,2,3,2088,1
22,5,2,4,0,10,2088,1
10,7,6,5,5,5,1936,0
18,7,1,5,2,9,1936,0
22,5,5,4,7,8,1936,0
24,4,7,3,5,6,1936,0
28,3,5,2,3,8,1936,0
44,5,2,4,4,17,1936,0
2,7,6,5,5,1,2170,1
18,5,5,4,3,8,2170,1
24,7,1,6,3,12,2170,1
28,6,3,4,4,8,2170,1
30,4,4,5,2,8,2170,1
6,7,6,5,5,3,2306,0
10,5,5,6,3,3,2306,0
14,7,1,5,2,7,2306,0
16,6,3,4,4,5,2306,0
26,4,4,2,5,9,2306,0
28,5,2,4,4,10,2306,0
34,4,4,2,3,10,2306,0
36,2,3,3,5,9,2306,0
42,3,5,5,6,12,2306,0
54,5,6,4,4,16,2306,0
56,4,4,2,5,14,2306,0
58,2,5,0,4,22,2306,0
4,7,1,5,2,2,2399,0
8,7,6,5,5,4,2399,0
26,5,2,3,1,12,2399,0
28,5,5,4,3,12,2399,0
36,3,1,4,3,11,2399,0
50,4,3,6,2,18,2399,0
54,6,2,4,3,14,2399,0
8,7,6,5,5,4,2025,0
12,7,1,6,3,6,2025,0
22,5,5,4,3,9,2025,0
26,6,3,5,1,10,2025,0
30,5,1,3,2,8,2025,0
32,4,3,5,1,10,2025,0
34,5,1,3,2,9,2025,0
10,7,6,5,5,5,2248,1
12,7,1,5,2,6,2248,1
28,5,5,3,4,11,2248,1
34,3,4,1,3,10,2248,1
36,5,2,3,3,15,2248,1
44,3,3,1,2,13,2248,1
46,1,2,2,0,12,2248,1
48,2,0,3,2,12,2248,1
50,3,2,5,1,13,2248,1
56,5,1,7,0,15,2248,1
2,7,6,5,5,1,1835,0
8,7,1,5,2,4,1835,0
10,5,5,3,4,4,1835,0
28,5,2,3,1,12,1835,0
4,7,6,5,5,2,2523,1
6,7,1,5,2,3,2523,1
16,5,2,3,1,6,2523,1
18,3,1,5,2,5,2523,1
26,5,2,3,3,8,2523,1
28,3,3,2,1,7,2523,1
30,5,5,3,4,14,2523,1
38,3,4,4,6,11,2523,1
40,4,6,2,7,10,2523,1
42,2,7,3,5,11,2523,1
44,3,5,5,4,11,2523,1
64,5,4,7,5,21,2523,1
78,7,5,6,3,23,2523,1
98,2,1,1,3,42,2523,1
4,7,1,5,2,2,2113,1
6,7,6,5,5,3,2113,1
10,5,5,4,3,3,2113,1
26,5,2,4,0,12,2113,1
30,4,0,6,1,8,2113,1
32,6,1,4,2,8,2113,1
34,4,2,3,4,9,2113,1
42,3,4,5,3,12,2113,1
44,5,3,4,1,11,2113,1
80,4,1,6,2,29,2113,1
82,6,2,4,3,21,2113,1
84,4,3,6,2,39,2113,1
8,7,6,5,5,4,2467,1
16,7,1,6,3,8,2467,1
22,6,3,5,1,7,2467,1
24,5,1,4,3,6,2467,1
28,5,5,4,3,12,2467,1
32,4,3,6,2,9,2467,1
124,6,2,7,4,54,2467,1
128,7,4,5,3,33,2467,1
130,5,3,6,1,33,2467,1
162,6,1,5,3,48,2467,1
164,5,3,4,5,41,2467,1
166,4,5,6,4,42,2467,1
168,6,4,5,6,42,2467,1
170,5,6,7,5,43,2467,1
172,7,5,5,6,43,2467,1
174,5,6,6,4,44,2467,1
186,6,4,4,5,49,2467,1
192,4,5,5,7,49,2467,1
196,5,7,7,6,50,2467,1
6,7,6,5,5,3,2127,0
10,7,1,6,3,5,2127,0
14,5,5,4,7,5,2127,0
16,4,7,2,6,4,2127,0
28,6,3,4,2,11,2127,0
8,7,6,5,5,4,2580,1
20,5,5,4,3,8,2580,1
24,7,1,6,3,12,2580,1
44,6,3,5,5,16,2580,1
56,0,0,0,0,0,2580,1
58,0,0,0,0,0,2580,1
62,5,5,4,3,20,2580,1
78,4,3,5,5,34,2580,1
2,7,6,5,5,1,2431,0
14,7,1,6,3,7,2431,0
28,6,3,4,2,10,2431,0
30,5,5,6,3,14,2431,0
38,4,2,5,4,12,2431,0
42,6,3,4,2,13,2431,0
48,4,2,5,4,13,2431,0
56,5,4,4,2,16,2431,0
70,4,2,5,4,21,2431,0
72,5,4,3,3,18,2431,0
82,3,3,2,1,23,2431,0
6,7,6,5,5,3,2587,1
10,7,1,6,3,5,2587,1
14,5,5,3,4,5,2587,1
16,3,4,5,3,4,2587,1
18,5,3,4,5,5,2587,1
28,6,3,4,4,11,2587,1
36,4,4,6,3,11,2587,1
38,6,3,5,1,10,2587,1
44,5,1,4,3,12,2587,1
46,4,3,2,2,12,2587,1
8,7,1,5,2,4,2580,1
18,7,6,6,4,9,2580,1
34,6,4,4,3,12,2580,1
36,4,3,3,5,9,2580,1
42,5,2,4,4,19,2580,1
8,7,1,5,2,4,2609,0
14,7,6,6,4,7,2609,0
22,5,2,3,3,9,2609,0
28,3,3,2,5,8,2609,0
30,6,4,4,3,11,2609,0
8,7,1,5,2,4,1849,0
10,7,6,5,5,5,1849,0
12,5,5,3,4,3,1849,0
14,3,4,5,3,4,1849,0
22,5,3,3,2,7,1849,0
32,5,2,6,4,14,1849,0
4,7,6,5,5,2,2093,0
16,7,1,5,2,8,2093,0
20,5,5,3,6,9,2093,0
26,5,2,3,1,9,2093,0
2,7,6,5,5,1,2011,1
32,7,1,5,2,16,2011,1
40,5,2,4,4,12,2011,1
4,7,1,5,2,2,2401,1
6,7,6,5,5,3,2401,1
8,5,5,3,4,2,2401,1
10,3,4,5,3,3,2401,1
14,5,3,4,5,4,2401,1
38,4,5,3,3,15,2401,1
42,3,3,5,2,11,2401,1
60,5,2,4,4,19,2401,1
72,4,4,6,3,21,2401,1
74,6,3,4,2,19,2401,1
78,4,2,2,3,20,2401,1
80,2,3,0,2,20,2401,1
82,0,2,1,4,21,2401,1
4,7,6,5,5,2,2073,1
6,7,1,5,2,3,2073,1
8,5,2,4,4,2,2073,1
10,4,4,5,6,3,2073,1
14,5,5,7,6,6,2073,1
18,7,6,6,4,5,2073,1
26,5,6,4,4,10,2073,1
28,6,4,5,2,9,2073,1
40,5,2,6,4,13,2073,1
4,7,1,5,2,2,1946,0
8,7,6,6,4,4,1946,0
12,6,4,4,3,4,1946,0
18,4,3,2,2,6,1946,0
20,5,2,4,0,9,1946,0
24,4,0,2,1,7,1946,0
4,7,6,5,5,2,2529,1
6,7,1,5,2,3,2529,1
34,5,2,4,4,15,2529,1
54,4,4,5,6,18,2529,1
86,5,6,4,4,29,2529,1
92,4,4,2,5,24,2529,1
94,2,5,4,4,24,2529,1
96,4,4,6,5,24,2529,1
2,7,6,5,5,1,2123,1
12,7,1,5,2,6,2123,1
28,5,5,6,3,13,2123,1
38,6,3,5,1,12,2123,1
48,5,1,7,2,14,2123,1
52,7,2,6,0,14,2123,1
54,6,0,4,1,14,2123,1
56,4,1,3,3,14,2123,1
6,7,6,5,5,3,2529,1
16,5,5,3,4,6,2529,1
18,7,1,6,3,9,2529,1
2,7,6,5,5,1,2062,1
14,7,1,6,3,7,2062,1
30,6,3,7,5,11,2062,1
36,7,5,5,4,10,2062,1
38,5,4,4,6,10,2062,1
50,4,6,6,7,15,2062,1
62,6,7,4,6,18,2062,1
68,4,6,6,5,18,2062,1
74,5,5,3,6,36,2062,1
78,3,6,5,5,20,2062,1
86,5,5,7,4,23,2062,1
88,6,5,5,3,27,2062,1
90,5,3,3,4,23,2062,1
94,7,4,5,5,25,2062,1
2,7,6,5,5,1,2144,1
18,7,1,5,2,9,2144,1
20,5,5,3,4,9,2144,1
22,5,2,3,1,6,2144,1
26,3,4,2,2,8,2144,1
28,3,1,5,2,8,2144,1
34,5,2,7,3,10,2144,1
6,7,6,5,5,3,2465,1
8,5,5,6,3,2,2465,1
12,7,1,5,2,6,2465,1
22,6,3,7,5,9,2465,1
26,7,5,5,6,7,2465,1
38,5,6,6,4,12,2465,1
42,5,2,4,0,18,2465,1
46,4,0,2,1,12,2465,1
66,2,1,1,3,21,2465,1
76,6,4,4,5,28,2465,1
80,4,5,5,7,21,2465,1
84,5,7,4,5,22,2465,1
8,7,6,5,5,4,1997,0
10,7,1,5,2,5,1997,0
14,5,5,4,3,5,1997,0
22,4,3,2,4,7,1997,0
24,2,4,0,5,6,1997,0
2,7,6,5,5,1,1822,0
8,5,5,4,3,3,1822,0
10,4,3,5,1,3,1822,0
18,7,1,5,2,9,1822,0
20,5,2,3,1,5,1822,0
26,5,1,3,0,10,1822,0
4,7,1,5,2,2,2112,1
6,7,6,5,5,3,2112,1
12,5,2,4,0,5,2112,1
14,4,0,2,1,4,2112,1
32,7,6,5,5,16,1945,0
38,5,5,4,3,11,1945,0
40,4,3,6,4,10,1945,0
42,7,1,5,2,21,1945,0
4,7,6,5,5,2,2095,1
12,7,1,5,2,6,2095,1
22,5,2,3,3,8,2095,1
24,3,3,2,5,6,2095,1
6,7,6,5,5,3,1822,0
16,7,1,5,2,8,1822,0
22,5,5,4,3,9,1822,0
26,4,3,3,5,7,1822,0
4,7,1,5,2,2,1831,0
8,7,6,5,5,4,1831,0
54,5,2,4,0,26,1831,0
60,4,0,3,2,16,1831,0
70,3,2,1,1,20,1831,0
24,7,6,5,7,12,1955,0
2,7,6,5,5,1,2015,0
22,7,1,5,2,11,2015,0
4,7,6,5,5,2,2105,1
14,7,1,5,2,7,2105,1
20,5,2,3,3,6,2105,1
26,5,5,3,6,12,2105,1
46,3,6,2,4,16,2105,1
48,2,4,4,3,12,2105,1
2,7,1,5,2,1,2123,1
14,7,6,6,4,7,2123,1
16,6,4,5,6,4,2123,1
24,5,2,6,4,11,2123,1
32,6,4,4,3,10,2123,1
40,5,6,3,5,16,2123,1
52,4,3,3,5,18,2123,1
4,7,6,5,5,2,2208,1
22,7,1,6,3,11,2208,1
32,6,3,4,2,10,2208,1
36,4,2,6,3,10,2208,1
42,6,3,5,1,12,2208,1
44,5,5,4,7,21,2208,1
56,5,1,7,2,17,2208,1
58,4,7,5,5,18,2208,1
60,7,2,5,3,16,2208,1
64,5,5,3,4,17,2208,1
78,5,3,4,5,24,2208,1
80,4,5,3,7,20,2208,1
4,7,1,5,2,2,2300,1
16,7,6,5,5,8,2300,1
30,5,2,4,4,14,2300,1
8,7,6,5,5,4,1912,0
22,5,5,3,6,9,1912,0
28,3,6,2,4,8,1912,0
30,2,4,1,2,8,1912,0
42,7,1,5,2,21,1912,0
44,5,2,3,3,11,1912,0
48,3,3,2,5,13,1912,0
2,7,6,5,5,1,1998,1
18,7,1,5,2,9,1998,1
8,7,6,5,5,4,2450,1
14,7,1,5,2,7,2450,1
40,5,2,3,3,16,2450,1
60,3,3,5,2,20,2450,1
4,7,1,5,2,2,2473,1
8,7,6,5,5,4,2473,1
18,5,2,4,4,8,2473,1
24,4,4,5,6,7,2473,1
30,5,6,4,4,9,2473,1
42,5,5,6,3,19,2473,1
52,6,3,4,4,15,2473,1
58,4,4,6,3,16,2473,1
70,6,3,4,2,20,2473,1
72,4,2,6,3,18,2473,1
86,6,3,5,1,25,2473,1
90,5,1,3,2,23,2473,1
92,3,2,4,4,23,2473,1
6,7,6,5,5,3,2486,1
20,7,1,5,2,10,2486,1
24,5,5,3,6,10,2486,1
26,3,6,2,4,7,2486,1
2,7,6,5,5,1,2455,1
16,5,5,3,4,7,2455,1
20,3,4,2,2,6,2455,1
30,7,1,6,3,15,2455,1
36,6,3,5,1,10,2455,1
54,5,1,6,3,18,2455,1
56,6,3,7,5,14,2455,1
68,7,5,5,4,20,2455,1
72,5,4,4,6,19,2455,1
76,4,6,2,5,20,2455,1
86,2,5,4,6,24,2455,1
98,4,6,2,7,27,2455,1
100,2,7,1,5,25,2455,1
106,1,5,2,3,28,2455,1
112,2,3,4,4,29,2455,1
116,4,4,3,2,30,2455,1
120,3,2,5,3,31,2455,1
10,7,6,5,5,5,2145,0
12,7,1,6,3,6,2145,0
24,5,5,7,6,9,2145,0
26,7,6,6,4,7,2145,0
28,6,3,5,5,11,2145,0
32,6,4,4,5,9,2145,0
34,5,5,4,3,10,2145,0
92,4,3,6,4,37,2145,0
102,6,4,5,6,28,2145,0
114,5,6,7,7,31,2145,0
122,7,7,5,6,32,2145,0
126,5,6,7,5,32,2145,0
134,7,5,5,4,35,2145,0
142,5,4,7,5,37,2145,0
144,7,5,6,7,36,2145,0
148,6,7,5,5,38,2145,0
150,5,5,3,6,38,2145,0
158,3,6,2,4,41,2145,0
160,2,4,4,3,40,2145,0
164,4,3,3,5,42,2145,0
166,3,5,4,7,42,2145,0
172,4,7,3,5,44,2145,0
6,7,6,5,5,3,2053,1
10,7,1,5,2,5,2053,1
16,5,5,6,3,6,2053,1
28,5,2,3,1,11,2053,1
2,7,6,5,5,1,1864,0
14,7,1,6,3,7,1864,0
16,6,3,4,2,4,1864,0
2,7,6,5,5,1,1889,0
12,7,1,5,2,6,1889,0
14,5,5,6,3,6,1889,0
18,5,2,3,3,6,1889,0
22,6,3,5,5,7,1889,0
42,5,5,4,7,15,1889,0
62,4,7,3,5,20,1889,0
70,3,5,1,4,19,1889,0
74,1,4,3,5,19,1889,0
4,7,1,5,2,2,2464,1
14,7,6,5,5,7,2464,1
4,7,6,5,5,2,2198,1
10,5,5,4,7,4,2198,1
12,4,7,2,6,3,2198,1
30,7,1,6,3,15,2198,1
66,6,3,4,2,25,2198,1
2,7,6,5,5,1,1971,0
6,7,1,6,3,3,1971,0
10,6,3,4,4,3,1971,0
56,5,5,6,3,27,1971,0
58,6,3,4,4,15,1971,0
60,4,4,3,2,15,1971,0
62,3,2,2,4,16,1971,0
64,2,4,4,3,16,1971,0
72,4,3,3,5,20,1971,0
74,3,5,1,6,19,1971,0
78,1,6,0,4,20,1971,0
82,0,4,1,6,21,1971,0
86,1,6,3,5,22,1971,0
2,7,6,5,5,1,2224,0
10,7,1,5,2,5,2224,0
20,5,2,3,1,7,2224,0
8,7,1,5,2,4,1957,0
12,7,6,6,4,6,1957,0
2,7,6,5,5,1,2064,1
14,5,5,4,3,6,2064,1
18,7,1,5,2,9,2064,1
42,5,2,3,1,16,2064,1
14,7,1,5,2,7,1969,0
16,5,2,3,3,4,1969,0
22,7,6,5,7,11,1969,0
64,5,7,4,5,26,1969,0
68,4,5,2,4,18,1969,0
70,2,4,3,2,18,1969,0
84,3,2,5,3,24,1969,0
86,5,3,6,5,22,1969,0
88,6,5,5,3,22,1969,0
90,5,3,6,5,23,1969,0
92,6,5,5,7,23,1969,0
94,5,7,4,5,24,1969,0
100,4,5,3,3,26,1969,0
2,7,6,5,5,1,1933,0
4,5,5,3,4,1,1933,0
10,3,4,4,6,4,1933,0
14,7,1,5,2,7,1933,0
28,5,2,3,3,10,1933,0
32,3,3,4,5,9,1933,0
34,4,5,5,3,9,1933,0
42,5,3,3,2,12,1933,0
2,7,6,5,5,1,2039,1
8,7,1,6,3,4,2039,1
10,6,3,5,5,3,2039,1
22,5,5,6,3,10,2039,1
24,6,3,4,2,6,2039,1
26,4,2,2,3,7,2039,1
38,2,3,3,5,12,2039,1
44,3,5,2,7,12,2039,1
46,2,7,4,6,12,2039,1
48,4,6,3,4,12,2039,1
50,3,4,5,5,13,2039,1
64,5,5,3,4,19,2039,1
66,3,4,1,3,17,2039,1
70,1,3,3,2,18,2039,1
72,3,2,1,1,18,2039,1
80,1,1,3,2,22,2039,1
82,3,2,1,1,21,2039,1
84,1,1,3,0,21,2039,1
86,3,0,1,1,22,2039,1
88,1,1,2,3,22,2039,1
90,2,3,3,5,23,2039,1
94,3,5,5,4,24,2039,1
2,7,6,5,5,1,2052,1
4,7,1,5,2,2,2052,1
10,5,2,3,3,4,2052,1
42,5,5,3,4,20,2052,1
2,7,6,5,5,1,2043,1
16,7,1,5,2,8,2043,1
60,5,2,7,1,26,2043,1
68,7,1,5,0,19,2043,1
72,5,0,4,2,19,2043,1
2,7,6,5,5,1,1870,0
12,7,1,5,2,6,1870,0
28,5,5,4,3,13,1870,0
32,5,2,4,0,13,1870,0
40,4,0,2,1,12,1870,0
2,7,6,5,5,1,2218,1
8,7,1,5,2,4,2218,1
2,7,6,5,5,1,1976,0
8,5,5,4,3,3,1976,0
10,7,1,5,2,5,1976,0
12,4,3,2,2,4,1976,0
14,5,2,7,3,4,1976,0
16,7,3,5,4,4,1976,0
24,5,4,7,3,8,1976,0
28,7,3,5,2,8,1976,0
34,5,2,4,0,10,1976,0
36,4,0,3,2,9,1976,0
46,3,2,5,1,14,1976,0
4,7,6,5,5,2,1720,0
12,5,5,3,4,5,1720,0
2,7,6,5,5,1,1813,0
4,5,5,3,6,1,1813,0
16,3,6,5,5,7,1813,0
20,7,1,6,3,10,1813,0
22,6,3,5,1,6,1813,0
34,5,1,6,3,11,1813,0
38,6,3,4,2,10,1813,0
74,4,2,3,4,27,1813,0
76,3,4,1,3,19,1813,0
84,1,3,2,5,23,1813,0
16,7,1,5,2,8,2052,0
20,5,2,7,3,6,2052,0
22,7,6,5,5,11,2052,0
30,5,5,3,6,9,2052,0
34,3,6,4,4,9,2052,0
38,7,3,5,2,14,2052,0
50,5,2,3,3,15,2052,0
56,3,3,5,2,15,2052,0
58,5,2,7,3,15,2052,0
60,7,3,5,2,15,2052,0
64,5,2,7,1,17,2052,0
68,7,1,6,3,18,2052,0
72,6,3,4,4,19,2052,0
76,4,4,6,3,29,2052,0
78,6,3,4,2,20,2052,0
80,4,2,5,4,20,2052,0
12,7,1,6,3,6,2115,1
14,6,3,4,4,4,2115,1
22,7,6,5,5,11,2115,1
42,5,5,6,3,15,2115,1
8,7,6,5,5,4,2499,1
14,7,1,6,3,7,2499,1
16,6,3,5,1,4,2499,1
20,5,1,4,3,6,2499,1
28,4,3,5,1,9,2499,1
32,5,5,6,3,14,2499,1
38,6,3,5,5,11,2499,1
82,5,1,3,2,34,2499,1
100,3,2,2,4,29,2499,1
106,2,4,3,6,28,2499,1
110,3,6,4,4,28,2499,1
4,7,1,5,2,2,2557,0
8,7,6,6,4,4,2557,0
14,5,2,3,3,6,2557,0
20,3,3,2,1,6,2557,0
24,6,4,5,2,10,2557,0
52,5,2,3,3,20,2557,0
56,3,3,2,1,15,2557,0
58,2,1,0,0,15,2557,0
2,7,6,5,5,1,2365,1
14,5,5,4,3,6,2365,1
26,7,1,6,3,13,2365,1
34,6,3,4,2,10,2365,1
36,4,2,3,4,9,2365,1
44,3,4,2,2,13,2365,1
