turn,fromRank,fromFile,toRank,toFile,timeSpent,ELO,win
12,7,1,5,2,6,2255,1
18,5,5,3,6,8,2255,1
22,3,6,4,4,6,2255,1
26,5,2,4,4,10,2255,1
4,7,6,5,5,2,2531,1
18,7,1,6,3,9,2531,1
32,5,5,3,4,15,2531,1
38,6,3,5,1,14,2531,1
42,5,1,6,3,11,2531,1
48,6,3,4,4,13,2531,1
54,3,4,5,5,19,2531,1
60,5,5,6,3,16,2531,1
76,6,3,4,2,23,2531,1
80,4,2,6,3,21,2531,1
2,7,6,5,5,1,2034,1
12,7,1,5,2,6,2034,1
30,5,5,3,4,14,2034,1
32,3,4,5,3,8,2034,1
36,5,2,6,4,15,2034,1
44,6,4,4,5,13,2034,1
46,5,3,3,4,15,2034,1
6,7,6,5,5,3,2568,0
26,7,1,6,3,13,2568,0
28,6,3,5,1,7,2568,0
34,5,1,6,3,10,2568,0
38,6,3,5,5,10,2568,0
46,5,5,3,6,21,2568,0
6,7,6,5,5,3,2576,1
24,7,1,6,3,12,2576,1
44,5,5,3,4,20,2576,1
50,6,3,4,2,19,2576,1
54,4,2,3,0,14,2576,1
56,3,0,1,1,14,2576,1
60,1,1,3,2,16,2576,1
6,7,6,5,5,3,2668,1
20,7,1,6,3,10,2668,1
24,5,5,6,3,10,2668,1
44,6,3,5,1,16,2668,1
56,5,1,4,3,17,2668,1
6,7,6,5,5,3,2615,1
26,7,1,6,3,13,2615,1
30,5,5,4,3,13,2615,1
2,7,6,5,5,1,2684,1
12,7,1,5,0,6,2684,1
16,5,0,4,2,5,2684,1
38,5,5,3,4,18,2684,1
40,4,2,3,4,16,2684,1
44,3,4,4,2,12,2684,1
52,4,2,2,3,15,2684,1
60,2,3,3,1,17,2684,1
62,3,1,5,2,16,2684,1
6,7,6,5,5,3,2466,0
16,7,1,6,3,8,2466,0
34,5,5,3,4,15,2466,0
38,3,4,4,6,10,2466,0
40,4,6,5,4,10,2466,0
44,6,3,5,5,18,2466,0
46,5,5,4,7,12,2466,0
48,5,4,3,5,14,2466,0
52,4,7,3,5,14,2466,0
68,3,5,4,3,22,2466,0
70,4,3,2,4,18,2466,0
72,2,4,0,3,18,2466,0
76,0,3,2,2,20,2466,0
78,2,2,4,3,20,2466,0
88,4,3,6,2,24,2466,0
92,6,2,4,3,24,2466,0
4,7,6,5,5,2,2591,1
12,7,1,5,2,6,2591,1
16,5,2,4,4,5,2591,1
24,5,5,4,3,11,2591,1
8,7,1,6,3,4,2645,1
14,7,6,5,5,7,2645,1
30,6,3,4,2,13,2645,1
36,4,2,5,4,10,2645,1
6,7,6,5,5,3,1905,0
12,7,1,6,3,6,1905,0
26,6,3,4,4,10,1905,0
6,7,6,5,5,3,2287,1
8,5,5,4,3,2,2287,1
10,4,3,2,2,3,2287,1
12,7,6,5,5,6,1924,0
36,7,1,5,2,18,1924,0
40,5,2,6,4,11,1924,0
44,6,4,4,5,12,1924,0
50,4,5,3,3,14,1924,0
56,3,3,1,4,15,1924,0
4,7,6,5,5,2,1889,0
18,7,1,5,2,9,1889,0
22,5,5,3,6,10,1889,0
24,3,6,4,4,6,1889,0
28,4,4,2,5,8,1889,0
30,5,2,3,3,10,1889,0
4,7,6,5,5,2,2116,0
18,7,1,5,0,9,2116,0
22,5,5,4,7,10,2116,0
26,4,7,3,5,7,2116,0
36,5,0,3,1,13,2116,0
2,7,1,5,2,1,2294,1
18,5,2,4,4,8,2294,1
20,7,6,6,4,10,2294,1
30,6,4,4,5,10,2294,1
32,4,5,2,4,8,2294,1
4,7,1,5,2,2,2105,0
22,7,6,6,4,11,2105,0
24,6,4,5,6,6,2105,0
34,5,6,6,4,11,2105,0
36,6,4,5,2,9,2105,0
38,5,2,3,3,10,2105,0
40,3,3,1,4,10,2105,0
42,1,4,3,5,11,2105,0
44,3,5,2,3,11,2105,0
56,2,3,1,5,17,2105,0
2,7,1,5,2,1,2027,0
12,7,6,6,4,6,2027,0
20,6,4,4,3,7,2027,0
4,7,6,5,5,2,1720,0
18,7,1,5,2,9,1720,0
24,5,2,3,3,7,1720,0
26,5,5,6,7,12,1720,0
30,3,3,1,4,9,1720,0
38,1,4,3,5,11,1720,0
2,7,6,5,5,1,2320,1
12,7,1,6,3,6,2320,1
14,6,3,7,5,4,2320,1
16,7,5,5,6,4,2320,1
38,5,5,6,3,18,2320,1
10,7,1,5,0,5,2285,1
14,5,0,3,1,4,2285,1
16,3,1,5,2,4,2285,1
6,7,6,5,5,3,1795,0
10,7,1,6,3,5,1795,0
14,5,5,6,3,5,1795,0
4,7,1,5,2,2,2233,1
6,7,6,5,5,3,2233,1
20,5,5,4,3,8,2233,1
24,5,2,3,3,11,2233,1
28,3,3,4,5,8,2233,1
34,4,5,2,4,10,2233,1
36,4,3,2,4,13,2233,1
2,7,6,5,5,1,1720,0
4,7,1,5,2,2,2084,1
6,7,6,5,5,3,2084,1
10,5,2,4,0,4,2084,1
48,5,5,4,3,22,2084,1
58,4,0,3,2,26,2084,1
62,4,3,3,1,19,2084,1
64,3,1,1,2,16,2084,1
68,3,2,1,3,19,2084,1
4,7,6,5,5,2,2218,1
10,5,5,6,3,4,2218,1
22,7,1,5,2,11,2218,1
24,6,3,4,2,9,2218,1
26,4,2,3,4,7,2218,1
2,7,6,5,5,1,2283,1
4,7,6,5,5,2,2229,1
6,7,1,5,2,3,2229,1
28,5,5,3,4,13,2229,1
2,7,1,5,2,1,2028,0
12,7,6,6,4,6,2028,0
22,5,2,4,0,10,2028,0
26,6,4,4,5,10,2028,0
40,4,0,2,1,14,2028,0
62,4,5,5,7,24,2028,0
64,5,7,4,5,16,2028,0
68,4,5,3,7,18,2028,0
70,3,7,2,5,18,2028,0
4,7,1,5,2,2,2220,1
6,7,6,5,5,3,2220,1
12,5,2,4,0,5,2220,1
16,4,0,5,2,5,2220,1
18,5,2,3,1,5,2220,1
20,3,1,1,0,5,2220,1
22,1,0,3,1,6,2220,1
26,5,5,3,6,11,2220,1
4,7,1,5,2,2,1844,1
8,7,6,6,4,4,1844,1
10,5,2,3,3,4,1844,1
14,6,4,5,2,5,1844,1
2,7,1,5,2,1,2073,0
12,7,6,6,4,6,2073,0
18,5,2,4,0,8,2073,0
24,6,4,4,5,9,2073,0
34,4,5,6,6,11,2073,0
50,6,6,7,4,16,2073,0
54,7,4,6,2,14,2073,0
64,6,2,5,4,18,2073,0
72,5,4,4,2,20,2073,0
74,4,2,2,3,19,2073,0
78,2,3,0,4,20,2073,0
80,0,4,1,6,20,2073,0
12,7,6,5,5,6,2001,0
26,7,1,6,3,13,2001,0
28,6,3,5,1,7,2001,0
30,5,1,3,2,8,2001,0
40,5,5,3,6,17,2001,0
46,3,6,1,5,13,2001,0
4,7,6,5,5,2,1673,0
14,7,1,5,2,7,1673,0
20,5,2,3,3,6,1673,0
22,3,3,1,2,6,1673,0
24,1,2,0,0,6,1673,0
40,5,5,4,7,19,1673,0
42,4,7,3,5,11,1673,0
2,7,6,5,5,1,2028,1
6,7,1,5,2,3,2028,1
26,5,5,6,3,12,2028,1
2,7,6,5,5,1,2018,1
6,7,1,5,2,3,2018,1
26,5,5,6,3,12,2018,1
4,7,1,5,2,2,2117,0
6,7,6,5,5,3,2117,0
8,7,6,5,5,4,1997,0
26,7,1,5,2,13,1997,0
32,5,2,3,1,9,1997,0
40,3,1,5,2,12,1997,0
48,5,2,4,0,14,1997,0
52,5,5,3,4,24,1997,0
12,7,6,5,5,6,2268,1
4,7,1,5,2,2,2292,1
6,5,2,3,3,2,2292,1
8,3,3,4,1,2,2292,1
10,7,6,5,5,5,2292,1
14,5,5,3,6,4,2292,1
18,3,6,4,4,5,2292,1
26,4,4,6,3,8,2292,1
44,6,3,5,5,15,2292,1
54,5,5,4,3,16,2292,1
60,4,3,2,2,16,2292,1
4,7,1,5,2,2,1946,0
8,7,6,5,5,4,1946,0
16,5,5,4,3,6,1946,0
18,4,3,2,2,5,1946,0
30,5,2,3,3,14,1946,0
4,7,1,5,2,2,2275,1
6,7,6,5,5,3,2275,1
14,5,5,3,4,5,2275,1
16,3,4,4,2,4,2275,1
18,4,2,5,4,5,2275,1
22,5,2,6,4,10,2275,1
8,7,1,6,3,4,2612,1
14,7,6,5,5,7,2612,1
16,6,3,5,1,6,2612,1
24,5,5,3,6,8,2612,1
34,3,6,5,5,11,2612,1
38,5,1,3,0,15,2612,1
4,7,1,5,2,2,2554,1
6,7,6,5,5,3,2554,1
16,5,5,4,3,6,2554,1
18,5,2,3,3,8,2554,1
4,7,1,5,2,2,1775,1
6,7,6,5,5,3,1775,1
8,5,5,4,3,2,1775,1
12,4,3,6,2,4,1775,1
18,6,2,5,0,6,1775,1
44,5,0,7,1,17,1775,1
58,7,1,5,2,18,1775,1
62,5,2,7,3,16,1775,1
4,7,6,5,5,2,1703,0
16,5,5,4,3,7,1703,0
20,7,1,5,2,10,1703,0
30,4,3,3,5,11,1703,0
40,3,5,1,4,12,1703,0
54,1,4,3,5,17,1703,0
4,7,1,5,2,2,2099,0
8,7,6,5,5,4,2099,0
12,7,6,5,5,6,1955,1
16,5,5,3,4,5,1955,1
18,3,4,2,2,5,1955,1
20,7,1,5,0,10,1955,1
10,7,1,5,2,5,2023,0
12,7,6,5,5,6,2023,0
20,5,2,4,0,7,2023,0
34,5,5,4,3,14,2023,0
40,4,0,3,2,15,2023,0
44,3,2,2,0,12,2023,0
2,7,6,5,5,1,1833,0
6,7,1,5,0,3,1833,0
2,7,6,5,5,1,2315,1
22,5,5,3,4,10,2315,1
2,7,6,5,5,1,2097,1
20,5,5,3,6,9,2097,1
24,3,6,5,7,7,2097,1
26,7,1,6,3,13,2097,1
32,6,3,5,1,9,2097,1
40,5,7,7,6,14,2097,1
42,5,1,3,2,13,2097,1
4,7,1,5,2,2,2603,1
8,7,6,5,5,4,2603,1
18,5,2,4,0,8,2603,1
22,5,5,6,3,9,2603,1
24,6,3,5,1,6,2603,1
36,5,1,6,3,12,2603,1
42,4,0,6,1,16,2603,1
46,6,3,5,5,14,2603,1
48,5,5,3,4,12,2603,1
56,6,1,5,3,17,2603,1
58,5,3,6,5,15,2603,1
64,6,5,4,4,17,2603,1
6,7,6,5,5,3,2569,0
16,5,5,4,3,6,2569,0
24,7,1,5,2,12,2569,0
42,4,3,5,1,17,2569,0
58,5,1,3,2,18,2569,0
60,3,2,5,3,15,2569,0
66,5,3,3,4,18,2569,0
68,3,4,2,2,17,2569,0
72,2,2,3,4,19,2569,0
74,3,4,1,3,19,2569,0
4,7,1,5,2,2,2285,0
18,7,6,5,5,9,2285,0
22,5,5,6,3,6,2285,0
58,6,3,5,5,23,2285,0
66,5,5,7,4,18,2285,0
74,7,4,5,5,20,2285,0
82,5,5,3,4,22,2285,0
100,3,4,5,5,29,2285,0
2,7,6,5,5,1,1913,1
4,5,5,4,3,1,1913,1
10,7,1,5,2,5,1913,1
18,4,3,3,1,8,1913,1
20,3,1,2,3,5,1913,1
22,5,2,4,4,8,1913,1
28,4,4,3,6,8,1913,1
4,7,1,5,2,2,2116,0
8,7,6,5,5,4,2116,0
34,5,5,4,7,15,2116,0
38,4,7,3,5,10,2116,0
6,7,1,5,2,3,2066,0
4,7,1,5,2,2,1798,0
6,7,6,5,5,3,1798,0
18,5,2,3,3,8,1798,0
52,5,5,7,4,24,1798,0
62,7,4,5,5,18,1798,0
70,5,5,6,3,19,1798,0
2,7,6,5,5,1,2577,1
20,7,1,6,3,10,2577,1
40,6,3,7,5,15,2577,1
48,7,5,5,6,14,2577,1
50,5,6,4,4,13,2577,1
58,4,4,3,2,16,2577,1
62,5,5,7,4,30,2577,1
70,7,4,5,3,19,2577,1
8,7,1,6,3,4,1942,0
12,7,6,5,5,6,1942,0
32,5,5,3,4,13,1942,0
38,3,4,4,6,11,1942,0
40,4,6,6,5,10,1942,0
48,6,5,5,3,14,1942,0
86,5,3,3,4,31,1942,0
4,7,6,5,5,2,2342,1
12,7,1,5,0,6,2342,1
14,5,5,6,3,6,2342,1
16,6,3,5,1,4,2342,1
22,5,1,4,3,7,2342,1
12,7,6,5,5,6,2586,0
14,5,5,4,3,4,2586,0
22,7,1,6,3,11,2586,0
28,6,3,4,2,8,2586,0
60,4,3,6,4,26,2586,0
62,6,4,4,5,16,2586,0
64,4,5,5,7,16,2586,0
14,7,6,5,5,7,2428,1
16,7,1,5,2,8,2428,1
18,5,2,3,3,5,2428,1
50,5,5,4,3,21,2428,1
54,4,3,5,5,14,2428,1
68,5,5,4,3,20,2428,1
70,4,3,6,4,18,2428,1
74,6,4,4,5,19,2428,1
90,4,5,5,3,26,2428,1
122,5,3,7,2,38,2428,1
126,7,2,5,3,32,2428,1
128,5,3,4,5,32,2428,1
132,4,5,6,4,34,2428,1
2,7,6,5,5,1,2297,1
24,5,5,6,3,11,2297,1
30,7,1,5,0,15,2297,1
34,6,3,5,5,11,2297,1
36,5,5,4,3,9,2297,1
38,4,3,3,1,10,2297,1
6,7,6,5,5,3,2077,1
8,5,5,6,3,2,2077,1
12,7,1,5,2,6,2077,1
32,6,3,4,2,14,2077,1
34,4,2,6,3,9,2077,1
56,5,2,3,1,25,2077,1
58,6,3,4,2,20,2077,1
60,4,2,3,4,15,2077,1
66,3,4,4,2,18,2077,1
68,4,2,6,3,17,2077,1
76,6,3,4,2,21,2077,1
84,4,2,2,1,23,2077,1
86,2,1,4,0,22,2077,1
88,4,0,3,2,22,2077,1
104,3,2,5,3,30,2077,1
4,7,1,5,2,2,2068,1
12,7,6,5,5,6,2068,1
20,5,5,6,3,7,2068,1
24,6,3,5,1,7,2068,1
60,5,1,4,3,24,2068,1
10,7,6,5,5,5,2591,1
16,5,5,4,3,5,2591,1
18,4,3,2,2,5,2591,1
24,7,1,6,3,12,2591,1
26,6,3,5,5,7,2591,1
110,5,5,4,3,48,2591,1
112,4,3,6,4,28,2591,1
114,6,4,4,5,29,2591,1
118,4,5,5,3,30,2591,1
6,7,6,5,5,3,1878,0
10,7,1,6,3,5,1878,0
18,5,5,6,3,7,1878,0
4,7,6,5,5,2,2017,0
14,7,1,5,2,7,2017,0
28,5,2,4,4,10,2017,0
38,5,5,4,3,18,2017,0
2,7,6,5,5,1,2125,1
10,7,1,5,2,5,2125,1
18,5,5,6,3,8,2125,1
26,6,3,4,2,8,2125,1
34,5,2,3,1,14,2125,1
62,3,1,4,3,22,2125,1
6,7,6,5,5,3,1702,1
8,5,5,4,3,2,1702,1
12,7,1,5,2,6,1702,1
24,5,2,4,0,9,1702,1
40,4,0,5,2,14,1702,1
46,5,2,3,3,13,1702,1
50,3,3,2,5,13,1702,1
4,7,1,5,2,2,2057,1
26,7,6,5,5,13,2057,1
48,5,5,3,4,17,2057,1
4,7,6,5,5,2,1909,0
8,7,1,5,2,4,1909,0
24,5,5,4,7,11,1909,0
26,4,7,3,5,7,1909,0
36,5,2,7,3,16,1909,0
42,7,3,5,4,12,1909,0
2,7,6,5,5,1,2347,0
6,7,1,6,3,3,2347,0
28,5,5,4,7,13,2347,0
30,6,3,4,2,13,2347,0
56,4,2,3,4,20,2347,0
4,7,1,5,2,2,2104,1
6,7,6,5,5,3,2104,1
22,5,2,3,3,10,2104,1
24,5,5,6,3,10,2104,1
30,6,3,5,5,9,2104,1
34,5,5,6,3,9,2104,1
36,6,3,4,2,9,2104,1
14,7,1,5,2,7,2063,0
20,7,6,6,4,10,2063,0
36,5,2,3,3,14,2063,0
42,6,4,4,3,16,2063,0
44,4,3,3,5,11,2063,0
48,3,5,5,4,13,2063,0
4,7,1,5,2,2,2098,1
12,5,2,3,3,5,2098,1
18,7,6,5,5,9,2098,1
22,5,5,4,7,6,2098,1
28,4,7,5,5,8,2098,1
30,5,5,4,3,8,2098,1
36,4,3,6,4,10,2098,1
38,6,4,5,2,10,2098,1
48,5,2,3,3,14,2098,1
50,3,3,1,4,13,2098,1
52,1,4,3,5,13,2098,1
14,7,1,6,3,7,2070,0
16,7,6,5,7,8,2070,0
18,5,7,4,5,5,2070,0
22,6,3,7,1,7,2070,0
24,7,1,6,3,6,2070,0
62,6,3,5,5,25,2070,0
2,7,6,5,5,1,2108,1
18,7,1,6,3,9,2108,1
20,5,5,6,7,9,2108,1
24,6,3,4,4,7,2108,1
36,6,7,4,6,13,2108,1
38,4,6,2,5,10,2108,1
6,7,6,5,5,3,2082,1
20,7,1,6,3,10,2082,1
26,6,3,5,5,8,2082,1
2,7,6,5,5,1,2070,1
14,7,1,5,2,7,2070,1
16,5,2,6,4,4,2070,1
18,5,5,4,7,8,2070,1
20,4,7,3,5,5,2070,1
36,3,5,4,7,13,2070,1
46,6,4,4,3,19,2070,1
50,4,7,5,5,16,2070,1
4,7,1,5,2,2,2090,1
8,7,6,5,5,4,2090,1
14,5,5,4,3,5,2090,1
16,4,3,5,1,4,2090,1
30,5,1,6,3,11,2090,1
38,6,3,5,5,11,2090,1
46,5,5,3,4,13,2090,1
10,7,1,5,2,5,2070,1
14,7,6,6,4,7,2070,1
16,6,4,4,5,4,2070,1
30,5,2,6,4,12,2070,1
34,4,5,3,3,13,2070,1
44,6,4,5,2,14,2070,1
8,7,1,5,2,4,2090,1
14,7,6,5,5,7,2090,1
22,5,5,6,3,7,2090,1
24,6,3,4,2,6,2090,1
40,4,2,5,4,14,2090,1
6,7,6,5,5,3,2271,1
14,5,5,3,4,5,2271,1
18,3,4,1,3,5,2271,1
24,7,1,5,2,12,2271,1
4,7,1,5,2,2,2007,1
8,7,6,5,5,4,2007,1
18,5,5,3,6,7,2007,1
6,7,6,5,5,3,2009,0
10,7,1,6,3,5,2009,0
4,7,1,5,2,2,2657,1
6,7,6,5,5,3,2657,1
10,5,5,4,3,3,2657,1
26,4,3,2,2,10,2657,1
44,5,2,6,0,21,2657,1
48,6,0,5,2,13,2657,1
50,5,2,3,3,13,2657,1
12,7,6,6,4,6,2436,0
30,6,4,7,6,12,2436,0
44,7,1,6,3,22,2436,0
48,6,3,7,5,13,2436,0
60,7,5,5,4,18,2436,0
68,5,4,4,2,19,2436,0
72,4,2,2,3,19,2436,0
4,7,1,5,2,2,2010,0
6,7,6,5,5,3,2010,0
12,5,5,3,6,4,2010,0
18,3,6,5,7,6,2010,0
2,7,6,5,5,1,2028,1
12,7,1,6,3,6,2028,1
4,7,1,5,2,2,1968,1
8,7,6,5,5,4,1968,1
22,5,2,4,0,10,1968,1
36,5,5,4,3,16,1968,1
46,4,0,3,2,17,1968,1
48,3,2,4,0,12,1968,1
64,4,0,3,2,20,1968,1
72,3,2,1,3,20,1968,1
2,7,6,5,5,1,2375,1
40,7,1,5,2,20,2375,1
44,5,2,3,1,12,2375,1
2,7,6,5,5,1,2039,1
10,7,1,5,0,5,2039,1
6,7,1,5,2,3,2330,1
10,7,6,5,5,5,2330,1
18,5,5,6,3,6,2330,1
24,6,3,5,5,7,2330,1
2,7,6,5,5,1,2036,0
14,7,1,5,2,7,2036,0
16,5,2,6,4,4,2036,0
18,5,5,6,3,8,2036,0
22,6,3,5,5,6,2036,0
2,7,6,5,5,1,1754,0
12,7,1,5,2,6,1754,0
14,5,5,3,4,6,1754,0
20,7,6,5,5,10,2328,1
22,7,1,5,0,11,2328,1
24,5,5,3,4,7,2328,1
26,5,0,7,1,7,2328,1
8,7,6,5,5,4,2460,0
22,7,1,6,3,11,2460,0
30,6,3,7,5,9,2460,0
34,7,5,5,6,9,2460,0
44,5,6,7,5,13,2460,0
46,7,5,6,7,12,2460,0
48,6,7,4,6,12,2460,0
60,4,6,5,4,18,2460,0
74,5,4,4,6,22,2460,0
112,4,6,2,7,37,2460,0
114,2,7,4,6,29,2460,0
134,4,6,2,5,38,2460,0
2,7,6,5,5,1,1756,0
26,7,1,5,2,13,1756,0
28,5,2,4,0,7,1756,0
30,4,0,3,2,8,1756,0
42,5,5,3,4,20,1756,0
8,7,6,5,5,4,2034,0
10,7,1,5,2,5,2034,0
2,7,6,5,5,1,1912,0
18,7,1,5,2,9,1912,0
26,5,5,6,3,12,1912,0
30,5,2,6,4,10,1912,0
34,6,4,4,3,9,1912,0
36,4,3,2,4,9,1912,0
38,2,4,0,5,10,1912,0
42,6,3,5,1,14,1912,0
44,5,1,4,3,11,1912,0
6,7,6,5,5,3,2581,1
18,7,1,6,3,9,2581,1
32,6,3,4,2,11,2581,1
36,4,2,6,3,10,2581,1
52,6,3,5,1,17,2581,1
54,5,5,3,4,25,2581,1
60,5,1,3,2,17,2581,1
62,3,4,5,3,17,2581,1
64,5,3,4,5,16,2581,1
66,4,5,5,3,17,2581,1
68,5,3,3,4,17,2581,1
76,3,2,1,1,23,2581,1
82,1,1,2,3,22,2581,1
86,2,3,4,2,22,2581,1
90,4,2,2,3,23,2581,1
92,2,3,4,4,23,2581,1
96,4,4,2,3,25,2581,1
100,2,3,4,2,26,2581,1
116,4,2,6,1,33,2581,1
120,6,1,5,3,31,2581,1
122,5,3,3,2,31,2581,1
2,7,1,5,2,1,2141,1
18,5,2,6,0,8,2141,1
24,7,6,6,4,12,2141,1
32,6,4,7,2,10,2141,1
36,7,2,5,1,10,2141,1
38,5,1,4,3,10,2141,1
46,6,0,4,1,18,2141,1
68,4,3,3,5,24,2141,1
4,7,1,5,2,2,1749,0
6,7,6,5,5,3,1749,0
8,5,5,3,4,2,1749,0
18,5,2,4,4,8,1749,0
4,7,6,5,5,2,2096,0
8,5,5,4,3,3,2096,0
34,7,1,5,0,17,2096,0
8,7,6,5,5,4,1920,0
10,7,1,5,2,5,1920,0
22,5,2,4,0,8,1920,0
24,5,5,3,4,10,1920,0
36,4,0,5,2,12,1920,0
44,5,2,3,3,13,1920,0
4,7,6,5,5,2,1758,0
24,7,1,6,3,12,1758,0
30,6,3,4,2,9,1758,0
48,5,5,3,4,23,1758,0
8,7,1,5,2,4,2143,0
12,7,6,5,7,6,2143,0
16,5,7,3,6,5,2143,0
18,3,6,1,7,5,2143,0
4,7,1,5,2,2,1849,1
6,7,6,5,5,3,1849,1
14,5,2,3,3,6,1849,1
16,5,5,7,6,6,1849,1
2,7,6,5,5,1,1923,0
14,7,1,5,2,7,1923,0
18,5,5,4,3,8,1923,0
24,4,3,3,5,7,1923,0
30,5,2,3,3,11,1923,0
54,3,5,1,6,21,1923,0
10,7,6,5,5,5,2091,1
18,7,1,5,2,9,2091,1
4,7,6,5,5,2,2082,1
10,7,1,5,2,5,2082,1
24,5,2,4,4,9,2082,1
34,5,5,6,3,16,2082,1
4,7,6,5,5,2,2014,1
12,5,5,3,4,5,2014,1
38,7,1,6,3,19,2014,1
40,6,3,5,5,10,2014,1
44,5,5,6,7,12,2014,1
58,6,7,5,5,18,2014,1
62,5,5,4,3,16,2014,1
76,4,3,2,4,22,2014,1
6,7,6,5,5,3,2082,1
18,7,1,6,3,9,2082,1
30,6,3,4,4,10,2082,1
34,4,4,5,2,9,2082,1
36,5,2,3,3,9,2082,1
2,7,6,5,5,1,2135,1
16,7,1,6,3,8,2135,1
22,6,3,4,2,7,2135,1
26,5,5,6,3,12,2135,1
40,6,3,4,4,13,2135,1
48,4,2,2,1,18,2135,1
60,2,1,4,0,18,2135,1
66,4,0,2,1,18,2135,1
70,2,1,0,2,18,2135,1
72,0,2,1,4,18,2135,1
74,1,4,2,6,19,2135,1
8,7,6,5,5,4,1885,0
10,7,1,5,2,5,1885,0
14,5,2,3,1,4,1885,0
16,5,5,4,3,6,1885,0
18,3,1,4,3,5,1885,0
60,4,3,2,2,26,1885,0
62,2,2,4,1,16,1885,0
68,4,1,2,0,18,1885,0
70,2,0,1,2,18,1885,0
6,7,6,5,5,3,1926,0
14,7,1,6,3,7,1926,0
20,5,5,3,6,8,1926,0
22,3,6,2,4,6,1926,0
24,2,4,0,5,6,1926,0
38,6,3,7,5,15,1926,0
50,7,5,6,7,15,1926,0
52,6,7,4,6,13,1926,0
54,4,6,2,7,14,1926,0
14,7,1,5,2,7,2263,0
16,7,6,5,5,8,2263,0
24,5,2,3,1,8,2263,0
28,5,5,4,3,10,2263,0
30,4,3,2,2,8,2263,0
8,7,6,5,5,4,2010,0
12,7,1,5,2,6,2010,0
24,5,2,3,3,9,2010,0
6,7,6,5,5,3,2082,0
22,7,1,6,3,11,2082,0
26,5,5,6,3,11,2082,0
30,6,3,4,4,8,2082,0
34,4,4,2,3,9,2082,0
8,7,6,5,5,4,2002,1
42,7,1,6,3,21,2002,1
4,7,1,5,2,2,2153,0
8,7,6,5,5,4,2153,0
30,5,2,4,4,14,2153,0
4,7,1,5,2,2,1754,0
6,7,6,5,5,3,1754,0
10,5,5,4,3,3,1754,0
22,5,2,3,3,10,1754,0
8,7,6,5,5,4,2008,0
12,7,1,6,3,6,2008,0
20,5,5,3,6,8,2008,0
30,3,6,4,4,10,2008,0
32,4,4,3,2,8,2008,0
36,3,2,1,1,10,2008,0
44,1,1,3,2,13,2008,0
48,3,2,2,4,13,2008,0
2,7,6,5,5,1,2121,1
14,7,1,5,2,7,2121,1
16,5,2,6,4,4,2121,1
18,5,5,6,3,8,2121,1
22,6,3,5,5,6,2121,1
28,5,5,7,4,8,2121,1
32,6,4,5,6,12,2121,1
42,7,4,5,5,14,2121,1
2,7,1,5,2,1,2129,1
8,7,6,6,4,4,2129,1
16,6,4,4,5,6,2129,1
52,4,5,2,6,22,2129,1
4,7,1,5,2,2,2236,0
6,7,6,5,5,3,2236,0
26,5,5,4,3,11,2236,0
36,5,2,3,3,17,2236,0
42,4,3,2,2,14,2236,0
44,2,2,4,1,11,2236,0
48,4,1,5,3,13,2236,0
56,5,3,4,5,16,2236,0
58,4,5,2,4,15,2236,0
2,7,6,5,5,1,2047,1
14,7,1,5,2,7,2047,1
16,5,2,4,4,4,2047,1
20,4,4,2,3,6,2047,1
2,7,1,5,2,1,2107,1
10,7,6,6,4,5,2107,1
24,5,2,4,4,11,2107,1
32,6,4,5,2,13,2107,1
58,5,2,4,0,21,2107,1
60,4,0,3,2,15,2107,1
62,3,2,1,1,16,2107,1
64,1,1,3,2,16,2107,1
72,3,2,1,3,20,2107,1
74,1,3,3,4,19,2107,1
4,7,6,5,5,2,2242,1
8,7,1,5,2,4,2242,1
18,5,5,3,6,8,2242,1
22,3,6,5,7,6,2242,1
58,5,2,3,3,27,2242,1
8,7,6,5,5,4,2052,1
18,7,1,6,3,9,2052,1
22,6,3,5,5,6,2052,1
24,5,5,6,3,10,2052,1
30,6,3,4,2,9,2052,1
46,4,2,3,4,15,2052,1
48,3,4,5,3,12,2052,1
50,5,3,3,2,13,2052,1
52,3,2,2,0,13,2052,1
2,7,1,5,2,1,2101,1
10,7,6,6,4,5,2101,1
18,6,4,4,3,6,2101,1
26,5,2,6,4,12,2101,1
6,7,1,5,2,3,2405,0
8,7,6,5,5,4,2405,0
18,5,2,4,4,7,2405,0
32,5,5,3,4,14,2405,0
34,4,4,2,5,12,2405,0
76,3,4,4,6,30,2405,0
90,4,6,3,4,26,2405,0
102,3,4,4,2,28,2405,0
106,4,2,2,1,27,2405,0
8,7,6,5,5,4,1761,0
22,5,5,4,3,9,1761,0
26,7,1,5,2,13,1761,0
28,4,3,3,1,8,1761,0
30,5,2,3,3,8,1761,0
32,3,3,1,2,8,1761,0
34,1,2,0,0,9,1761,0
6,7,6,5,5,3,2109,1
16,7,1,5,2,8,2109,1
36,5,2,4,4,14,2109,1
38,5,5,3,6,17,2109,1
42,3,6,4,4,11,2109,1
6,7,6,5,5,3,2248,1
12,7,1,6,3,6,2248,1
18,5,5,3,4,7,2248,1
30,6,3,5,5,12,2248,1
32,5,5,3,4,8,2248,1
4,7,6,5,5,2,1947,0
6,7,1,5,2,3,1947,0
22,5,5,4,7,10,1947,0
32,4,7,3,5,10,1947,0
2,7,1,5,2,1,2094,1
8,7,6,5,5,4,2094,1
12,5,5,6,3,4,2094,1
14,5,2,6,4,6,2094,1
28,6,4,4,5,10,2094,1
