turn,fromRank,fromFile,toRank,toFile,timeSpent,win
90,4,4,2,3,23,1
92,2,3,1,1,23,1
2,7,6,5,5,1,1
10,7,1,5,2,5,1
12,5,5,4,3,5,1
20,4,3,5,5,7,1
30,5,5,4,7,10,1
50,5,2,6,4,22,1
52,6,4,5,6,13,1
54,5,6,6,4,14,1
56,6,4,4,3,14,1
2,7,6,5,5,1,1
12,7,1,6,3,6,1
42,5,5,3,4,20,1
4,7,6,5,5,2,1
8,5,5,3,4,3,1
10,3,4,2,2,3,1
16,7,1,6,3,8,1
18,6,3,4,2,5,1
38,4,2,6,3,14,1
40,6,3,5,5,10,1
54,5,5,4,3,17,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,5,4,3,7,1
20,5,2,4,4,9,1
4,7,6,5,5,2,1
8,5,5,3,4,3,1
18,3,4,2,2,7,1
26,7,1,5,2,13,1
36,5,2,7,3,11,1
44,7,3,5,4,13,1
64,5,4,7,3,21,1
70,7,3,5,2,19,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
58,5,5,6,7,26,1
60,6,7,7,5,15,1
64,7,5,5,4,17,1
72,5,4,6,2,20,1
8,7,6,5,5,4,1
16,7,1,5,2,8,1
20,5,5,4,3,8,1
40,4,3,2,2,15,1
46,2,2,0,3,13,1
48,0,3,1,1,12,1
6,7,6,5,5,3,1
10,7,1,6,3,5,1
24,6,3,4,4,9,1
28,5,5,4,3,12,1
2,7,6,5,5,1,1
20,5,5,4,3,9,1
24,7,1,5,2,12,1
26,5,2,3,1,7,1
2,7,6,5,5,1,1
16,7,1,5,0,8,1
20,5,5,7,4,9,1
32,5,0,3,1,12,1
38,7,4,5,3,14,1
50,5,3,6,5,15,1
56,6,5,7,3,15,1
66,7,3,5,4,19,1
70,5,4,3,3,18,1
74,3,3,2,5,19,1
6,7,6,5,5,3,1
12,7,1,6,3,6,1
18,6,3,4,4,6,1
20,5,5,6,3,8,1
24,6,3,4,4,7,1
32,4,4,3,2,10,1
40,3,2,2,4,12,1
42,2,4,1,2,11,1
6,7,6,5,5,3,0
12,7,1,5,2,6,0
14,5,5,6,3,5,0
18,5,2,4,4,6,0
26,6,3,4,4,9,0
38,4,4,3,6,12,0
40,3,6,1,7,10,0
4,7,1,5,2,2,1
6,7,6,5,5,3,1
8,5,5,3,4,2,1
10,3,4,5,3,3,1
14,5,3,4,5,4,1
52,4,5,5,7,22,1
72,5,7,7,6,23,1
74,7,6,6,4,19,1
98,6,4,4,5,30,1
100,4,5,6,4,25,1
106,6,4,4,5,28,1
108,4,5,6,4,27,1
110,6,4,5,2,28,1
116,5,2,6,4,30,1
118,6,4,5,2,30,1
120,5,2,6,4,30,1
122,6,4,7,6,31,1
124,7,6,6,4,31,1
126,6,4,5,2,32,1
128,5,2,3,3,32,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
20,5,2,4,0,9,1
26,5,5,6,3,11,1
30,6,3,5,1,8,1
40,5,1,3,2,12,1
44,3,2,2,4,12,1
58,4,0,2,1,24,1
60,2,1,4,2,15,1
64,4,2,3,4,17,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
20,5,2,4,0,9,1
34,4,0,3,2,12,1
38,5,5,4,3,17,1
44,3,2,4,4,13,1
58,4,3,5,5,19,1
4,7,6,5,5,2,1
8,5,5,3,4,3,1
10,3,4,2,2,3,1
14,7,1,5,2,7,1
38,5,2,4,4,15,1
40,4,4,5,2,10,1
42,5,2,4,4,11,1
44,4,4,5,2,11,1
48,5,2,4,4,13,1
8,7,1,5,2,4,0
12,7,6,5,5,6,0
44,5,5,3,4,19,0
4,7,1,5,2,2,1
6,7,6,5,5,3,1
8,5,5,3,4,2,1
10,3,4,5,3,3,1
14,5,3,4,5,4,1
28,4,5,6,4,10,1
34,6,4,5,2,10,1
2,7,6,5,5,1,0
12,5,5,4,3,5,0
16,7,1,6,3,8,0
18,4,3,2,2,6,0
24,6,3,5,5,8,0
40,5,5,6,3,14,0
44,6,3,4,2,12,0
56,4,2,3,4,17,0
4,7,6,5,5,2,0
6,7,1,5,2,3,0
12,5,5,4,3,5,0
22,5,2,6,4,9,0
28,6,4,5,6,8,0
46,5,6,3,5,16,0
2,7,6,5,5,1,1
4,5,5,4,3,1,1
18,7,1,6,3,9,1
42,6,3,5,1,16,1
2,7,6,5,5,1,1
6,7,1,5,2,3,1
32,5,2,3,3,14,1
38,5,5,4,3,18,1
42,3,3,2,1,13,1
6,7,6,5,5,3,1
16,7,1,6,3,8,1
26,5,5,4,7,11,1
30,4,7,5,5,8,1
52,5,5,3,4,18,1
54,6,3,5,5,23,1
56,5,5,6,3,14,1
76,6,3,7,1,24,1
80,7,1,5,0,21,1
82,5,0,3,1,21,1
88,3,1,4,3,23,1
96,4,3,5,5,26,1
106,5,5,6,3,29,1
110,6,3,7,1,28,1
112,7,1,5,0,28,1
114,5,0,3,1,29,1
4,7,6,5,5,2,1
8,5,5,3,4,3,1
10,3,4,2,2,3,1
14,7,1,5,2,7,1
28,5,2,4,4,10,1
2,7,6,5,5,1,1
16,7,1,6,3,8,1
24,5,5,3,4,11,1
32,6,3,5,5,12,1
58,5,5,4,7,21,1
4,7,6,5,5,2,0
6,7,1,5,2,3,0
12,5,5,4,3,5,0
22,5,2,6,4,9,0
28,6,4,5,6,8,0
50,5,6,4,4,18,0
52,4,4,2,5,13,0
54,2,5,1,3,14,0
58,1,3,3,2,15,0
62,3,2,2,4,16,0
72,2,4,1,2,20,0
74,1,2,3,3,19,0
82,3,3,5,2,22,0
84,5,2,3,1,21,0
92,3,1,4,3,25,0
94,4,3,6,2,44,0
96,6,2,5,4,24,0
98,5,4,4,2,25,0
24,7,6,6,4,12,1
26,7,1,5,2,13,1
28,5,2,3,3,7,1
36,6,4,5,2,12,1
52,5,2,3,3,17,1
62,3,3,5,4,18,1
2,7,6,5,5,1,1
18,7,1,5,2,9,1
34,5,2,4,4,12,1
36,4,4,5,6,9,1
50,5,6,6,4,16,1
60,6,4,4,3,17,1
62,4,3,2,2,16,1
4,7,6,5,5,2,1
14,5,5,3,4,6,1
20,3,4,2,2,6,1
38,7,1,6,3,19,1
40,6,3,5,5,10,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
22,5,2,4,0,10,1
32,4,0,5,2,10,1
40,5,5,6,3,18,1
42,6,3,4,2,11,1
44,4,2,2,3,11,1
8,7,6,6,4,4,1
14,6,4,4,5,5,1
20,4,5,6,4,6,1
22,7,1,6,3,11,1
32,6,3,4,2,10,1
34,4,2,2,3,9,1
36,6,4,5,6,13,1
2,7,6,5,5,1,1
12,5,5,4,3,5,1
14,4,3,2,2,4,1
24,7,1,6,3,12,1
28,6,3,7,5,8,1
36,7,5,6,7,11,1
38,6,7,4,6,10,1
42,4,6,3,4,11,1
8,7,1,5,2,4,0
12,7,6,5,5,6,0
26,5,5,3,6,10,0
2,7,6,5,5,1,1
16,7,1,6,3,8,1
52,6,3,5,5,22,1
58,5,5,3,4,28,1
4,7,6,5,5,2,1
12,7,1,6,3,6,1
14,6,3,5,1,4,1
22,5,5,6,3,10,1
24,5,1,6,3,8,1
2,7,6,5,5,1,1
12,5,5,4,3,5,1
20,7,1,6,3,10,1
8,7,6,5,5,4,1
14,7,1,6,3,7,1
20,6,3,5,5,6,1
28,5,5,3,4,12,1
30,3,4,1,5,8,1
38,1,5,0,7,11,1
18,7,1,5,2,9,1
22,7,6,6,4,11,1
42,5,2,4,4,16,1
44,6,4,5,6,16,1
56,4,4,3,6,17,1
60,5,6,4,4,19,1
62,4,4,3,2,16,1
66,3,6,5,5,19,1
4,7,6,5,5,2,1
8,5,5,3,4,3,1
20,3,4,2,2,8,1
32,7,1,6,3,16,1
34,6,3,7,5,9,1
40,7,5,5,6,11,1
4,7,6,5,5,2,1
8,5,5,3,4,3,1
10,3,4,2,2,3,1
14,7,1,5,2,7,1
30,5,2,4,4,11,1
36,4,4,5,6,10,1
46,5,6,7,5,14,1
48,7,5,5,4,12,1
60,5,4,7,5,18,1
62,7,5,5,6,16,1
64,5,6,7,5,16,1
66,7,5,5,4,17,1
68,5,4,6,2,17,1
78,6,2,4,1,22,1
86,4,1,6,0,23,1
88,6,0,7,2,22,1
92,7,2,6,0,24,1
94,6,0,4,1,24,1
96,4,1,3,3,24,1
98,3,3,4,1,25,1
100,4,1,3,3,25,1
102,3,3,5,2,26,1
104,5,2,6,4,26,1
106,6,4,7,6,27,1
110,7,6,5,5,28,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
22,5,2,4,0,10,1
24,4,0,3,2,6,1
28,3,2,5,1,8,1
30,5,5,6,3,13,1
38,6,3,4,2,11,1
40,5,1,4,3,13,1
42,4,2,5,4,11,1
48,4,3,3,5,14,1
74,3,5,2,7,25,1
78,5,4,4,6,28,1
82,2,7,3,5,22,1
84,4,6,5,4,22,1
88,3,5,2,3,23,1
92,5,4,4,2,25,1
100,2,3,3,1,28,1
102,4,2,5,4,28,1
112,3,1,1,0,31,1
114,1,0,0,2,29,1
118,0,2,1,0,30,1
124,1,0,0,2,32,1
126,0,2,1,0,32,1
8,7,1,5,2,4,1
14,7,6,5,5,7,1
58,5,5,6,3,25,1
68,6,3,5,5,19,1
76,5,5,3,6,21,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
30,5,5,4,7,13,1
36,4,7,3,5,10,1
2,7,6,5,5,1,1
12,7,1,6,3,6,1
26,6,3,4,2,10,1
42,5,5,7,4,20,1
48,7,4,6,6,13,1
50,6,6,7,4,13,1
66,4,2,3,4,26,1
72,7,4,5,5,23,1
90,5,5,6,3,27,1
4,7,6,5,5,2,0
8,5,5,3,4,3,0
10,3,4,2,2,3,0
16,7,1,6,3,8,0
18,6,3,4,2,5,0
24,4,2,5,4,7,0
26,5,4,3,3,7,0
6,7,6,5,5,3,1
28,5,5,6,7,12,1
32,6,7,4,6,9,1
34,7,1,6,3,17,1
36,6,3,4,4,9,1
38,4,6,6,5,11,1
40,6,5,4,6,10,1
52,4,4,3,2,17,1
54,4,6,2,7,17,1
56,3,2,1,1,15,1
62,2,7,4,6,17,1
64,4,6,6,5,16,1
68,6,5,5,7,18,1
8,7,6,5,5,4,0
10,7,1,5,2,5,0
14,5,5,4,3,5,0
2,7,6,5,5,1,0
20,7,1,6,3,10,0
28,6,3,5,5,9,0
30,5,5,3,4,14,0
12,7,6,5,5,6,1
14,5,5,4,3,4,1
24,7,1,6,3,12,1
36,6,3,7,1,12,1
44,7,1,5,2,13,1
58,4,3,5,1,25,1
6,7,6,5,5,3,0
10,7,1,6,3,5,0
6,7,6,5,5,3,1
18,5,5,6,3,7,1
20,6,3,4,4,5,1
32,7,1,6,3,16,1
34,6,3,5,5,9,1
44,5,5,6,3,13,1
54,6,3,4,4,16,1
2,7,6,5,5,1,0
12,5,5,6,3,5,0
16,7,1,5,2,8,0
22,6,3,5,5,8,0
38,5,5,3,6,13,0
46,5,2,4,0,19,0
48,4,0,6,1,12,0
50,6,1,4,2,13,0
70,4,2,2,3,22,0
78,2,3,4,2,21,0
14,7,1,5,2,7,1
18,7,6,6,4,9,1
2,7,6,5,5,1,0
18,5,5,4,3,8,0
26,7,1,5,2,13,0
36,5,2,4,4,11,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,7,1,8,1
20,7,1,6,3,5,1
40,6,3,7,5,15,1
44,7,5,5,4,12,1
56,5,5,6,3,26,1
70,5,4,3,5,24,1
72,3,5,4,7,18,1
2,7,6,5,5,1,1
20,5,5,4,3,9,1
22,7,1,5,2,11,1
30,4,3,5,5,10,1
38,5,2,4,4,13,1
40,5,5,6,3,12,1
44,6,3,7,5,12,1
50,7,5,5,6,14,1
52,4,4,5,6,16,1
56,5,6,7,5,15,1
60,7,5,5,4,16,1
62,5,4,4,6,16,1
64,4,6,6,5,16,1
74,6,5,5,3,21,1
78,5,3,3,4,20,1
80,3,4,1,3,20,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
22,5,2,4,0,10,1
32,5,5,6,3,14,1
36,4,0,5,2,12,1
38,6,3,4,2,11,1
56,5,2,4,0,19,1
14,7,1,6,3,7,1
30,7,6,5,5,15,1
42,6,3,4,2,17,1
46,5,5,6,3,15,1
54,4,2,6,3,16,1
58,6,3,5,5,17,1
70,5,5,6,7,20,1
80,6,7,7,5,22,1
94,7,5,5,6,27,1
96,5,6,7,5,24,1
98,7,5,5,6,25,1
2,7,6,5,5,1,1
26,7,1,6,3,13,1
54,5,5,3,6,26,1
56,6,3,5,5,21,1
60,3,6,5,7,16,1
64,5,5,4,3,18,1
68,5,7,6,5,19,1
88,6,5,5,3,27,1
92,5,3,3,4,24,1
94,3,4,4,2,24,1
96,4,2,5,0,24,1
102,5,0,6,2,27,1
106,6,2,4,1,27,1
108,4,1,5,3,27,1
112,5,3,7,4,29,1
8,7,1,5,2,4,1
12,7,6,5,5,6,1
16,5,2,4,4,6,1
26,5,5,4,3,10,1
2,7,6,5,5,1,0
34,7,1,5,2,17,0
36,5,2,3,3,9,0
4,7,1,5,2,2,1
12,7,6,5,5,6,1
16,5,2,4,4,7,1
18,4,4,3,6,5,1
30,5,5,6,3,12,1
36,3,6,5,5,13,1
38,6,3,4,4,11,1
58,5,5,6,3,20,1
6,7,1,5,2,3,1
12,7,6,6,4,6,1
30,6,4,5,6,12,1
32,5,6,3,5,8,1
42,5,2,3,3,19,1
46,3,3,5,2,12,1
56,5,2,4,4,16,1
8,7,6,5,5,4,1
10,7,1,5,2,5,1
40,5,2,6,0,17,1
44,6,0,4,1,12,1
46,4,1,6,2,12,1
2,7,6,5,5,1,1
12,7,1,6,3,6,1
20,5,5,4,3,9,1
22,4,3,6,4,6,1
24,6,4,4,3,6,1
26,4,3,2,2,7,1
40,6,3,5,1,17,1
44,5,1,3,0,12,1
68,3,0,2,2,23,1
76,2,2,0,1,31,1
80,0,1,2,2,21,1
2,7,6,5,5,1,1
18,7,1,6,3,9,1
20,5,5,4,3,9,1
36,4,3,5,5,13,1
44,6,3,4,4,17,1
48,5,5,3,4,15,1
66,4,4,5,6,22,1
70,5,6,6,4,18,1
78,6,4,4,5,21,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
10,5,5,3,4,3,1
18,3,4,4,2,6,1
22,4,2,5,4,6,1
24,5,2,3,3,11,1
56,5,4,4,2,22,1
60,4,2,2,1,16,1
8,7,1,6,3,4,1
10,7,6,5,5,5,1
18,5,5,3,4,6,1
20,6,3,5,5,8,1
34,5,5,4,3,12,1
36,4,3,3,1,9,1
40,3,1,5,0,11,1
46,5,0,4,2,13,1
56,4,2,3,4,16,1
70,3,4,4,2,30,1
72,4,2,2,1,18,1
80,2,1,4,2,22,1
82,4,2,2,3,21,1
84,2,3,3,5,21,1
90,3,5,5,4,24,1
94,5,4,4,2,24,1
98,4,2,3,4,25,1
112,3,4,2,6,31,1
116,2,6,3,4,30,1
120,3,4,5,3,31,1
144,5,3,4,5,42,1
148,4,5,6,4,38,1
150,6,4,7,6,38,1
2,7,6,5,5,1,1
22,7,1,6,3,11,1
50,5,5,7,4,24,1
58,7,4,6,2,16,1
60,6,2,5,0,15,1
64,6,3,7,5,26,1
80,7,5,5,6,24,1
82,5,6,6,4,21,1
84,5,0,6,2,27,1
86,6,2,7,4,22,1
98,6,4,4,3,28,1
106,7,4,5,5,31,1
108,5,5,7,4,27,1
110,4,3,2,4,30,1
112,7,4,6,2,29,1
124,6,2,7,4,34,1
126,7,4,5,3,32,1
2,7,6,5,5,1,1
16,5,5,3,6,7,1
18,7,1,5,2,9,1
20,3,6,5,7,6,1
26,5,2,3,3,8,1
28,5,7,4,5,9,1
42,4,5,3,3,14,1
8,7,1,6,3,4,1
10,7,6,5,5,5,1
18,5,5,3,4,6,1
24,6,3,5,5,10,1
36,5,5,4,3,12,1
66,4,3,5,5,24,1
10,7,1,5,2,5,1
16,7,6,6,4,8,1
24,6,4,5,6,8,1
26,5,6,3,5,7,1
38,5,2,3,3,16,1
2,7,6,5,5,1,1
20,7,1,5,2,10,1
22,5,2,4,4,6,1
24,5,5,7,6,11,1
30,7,6,6,4,9,1
34,6,4,5,6,9,1
58,5,6,3,5,20,1
6,7,6,5,5,3,1
20,7,1,6,3,10,1
24,6,3,5,1,7,1
28,5,1,7,2,8,1
30,7,2,5,3,8,1
42,5,3,4,1,13,1
74,4,1,2,2,26,1
80,2,2,1,0,21,1
88,1,0,2,2,24,1
98,2,2,0,3,27,1
2,7,6,5,5,1,1
14,7,1,5,0,7,1
24,5,0,6,2,8,1
30,6,2,7,4,9,1
38,5,5,4,3,18,1
44,7,4,5,3,14,1
58,5,3,7,4,18,1
60,7,4,6,2,15,1
90,6,2,4,3,30,1
92,4,3,3,1,36,1
104,3,1,1,0,29,1
2,7,6,5,5,1,0
28,7,1,5,2,14,0
30,5,2,3,3,8,0
36,5,5,6,3,17,0
54,6,3,4,2,18,0
56,4,2,6,3,14,0
64,6,3,5,1,18,0
96,5,1,6,3,32,0
12,7,1,6,3,6,1
16,6,3,4,2,5,1
22,7,6,5,7,11,1
36,5,7,4,5,12,1
8,7,6,5,5,4,1
18,5,5,4,3,7,1
20,7,1,5,2,10,1
24,5,2,7,3,7,1
30,7,3,5,4,9,1
34,5,4,4,2,9,1
40,4,2,5,4,11,1
42,5,4,6,2,11,1
44,6,2,4,3,11,1
46,4,3,3,1,18,1
48,3,1,5,2,12,1
64,5,2,3,3,20,1
70,3,3,1,2,19,1
18,7,1,6,3,9,1
28,6,3,4,4,9,1
30,7,6,5,5,15,1
32,5,5,6,3,8,1
2,7,6,5,5,1,0
18,7,1,5,2,9,0
22,5,2,3,1,6,0
30,3,1,5,2,9,0
34,5,5,4,3,16,0
36,4,3,3,1,9,0
46,3,1,5,2,14,0
54,5,2,3,1,15,0
58,3,1,2,3,15,0
2,7,6,5,5,1,0
8,5,5,3,4,3,0
18,3,4,1,3,7,0
24,7,1,6,3,12,0
30,6,3,5,1,9,0
64,5,1,4,3,24,0
2,7,6,5,5,1,0
22,7,1,6,3,11,0
54,5,5,4,7,26,0
58,4,7,3,5,15,0
66,6,3,4,4,27,0
68,4,4,2,3,17,0
70,2,3,3,5,18,0
78,3,5,4,3,24,0
2,7,6,5,5,1,1
14,7,1,5,0,7,1
16,5,0,6,2,4,1
26,5,5,6,3,12,1
32,6,3,4,4,9,1
2,7,6,5,5,1,1
18,5,5,3,4,8,1
26,3,4,2,2,8,1
28,2,2,3,4,7,1
30,7,1,5,2,15,1
34,3,4,4,2,10,1
6,7,6,5,5,3,1
8,5,5,6,3,2,1
12,7,1,5,2,6,1
20,6,3,4,2,8,1
22,4,2,3,4,6,1
26,5,2,6,4,10,1
30,6,4,4,3,8,1
38,4,3,2,4,11,1
20,7,1,5,2,10,0
22,7,6,6,4,11,0
24,5,2,4,4,7,0
26,4,4,6,3,7,0
38,6,4,5,6,13,0
42,5,6,3,5,11,0
44,3,5,2,7,11,0
50,2,7,1,5,14,0
68,1,5,0,3,21,0
76,0,3,2,2,21,0
2,7,6,5,5,1,1
12,5,5,3,4,5,1
16,7,1,5,2,8,1
22,3,4,1,3,8,1
32,5,2,7,1,12,1
34,7,1,6,3,9,1
36,6,3,5,5,9,1
46,5,5,4,3,14,1
16,7,6,6,4,8,1
18,7,1,5,2,9,1
20,6,4,5,2,6,1
24,5,2,6,4,7,1
48,6,4,4,5,18,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
24,5,2,6,4,11,1
32,6,4,4,3,10,1
2,7,6,5,5,1,1
10,7,1,5,2,5,1
22,5,5,3,4,10,1
36,3,4,5,3,12,1
12,7,6,5,5,6,0
14,7,1,5,2,7,0
36,5,5,6,3,15,0
38,6,3,4,4,10,0
50,4,4,5,6,15,0
56,5,6,3,5,15,0
62,3,5,2,7,17,0
66,2,7,4,6,17,0
88,4,6,6,5,27,0
94,6,5,4,6,25,0
96,4,6,3,4,24,0
104,3,4,1,3,28,0
8,7,1,5,2,4,1
12,7,6,6,4,6,1
20,6,4,4,3,7,1
22,5,2,3,3,9,1
6,7,6,5,5,3,1
18,5,5,6,3,7,1
24,6,3,5,5,7,1
32,5,5,3,4,10,1
34,3,4,2,2,9,1
46,7,1,6,3,23,1
52,6,3,4,4,14,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
20,5,5,6,3,8,1
34,6,3,4,2,12,1
46,4,2,6,3,14,1
54,6,3,7,5,15,1
56,7,5,5,6,14,1
6,7,6,5,5,3,1
20,7,1,6,3,10,1
22,6,3,5,1,6,1
38,5,5,4,3,17,1
40,5,1,6,3,14,1
46,6,3,7,5,13,1
50,4,3,6,2,15,1
66,6,2,7,4,20,1
4,7,1,5,2,2,0
6,7,6,5,5,3,0
20,5,5,6,3,8,0
36,5,2,7,1,17,0
42,6,3,5,1,16,0
46,7,1,5,2,14,0
48,5,2,3,3,12,0
64,3,3,1,4,20,0
2,7,6,5,5,1,1
14,7,1,5,2,7,1
50,5,5,6,7,24,1
56,6,7,7,5,15,1
58,7,5,6,3,15,1
62,6,3,5,1,16,1
64,5,1,3,0,16,1
70,3,0,1,1,19,1
74,1,1,3,2,19,1
76,3,2,5,1,19,1
94,5,1,3,2,28,1
96,3,2,2,4,24,1
6,7,6,5,5,3,1
20,7,1,6,3,10,1
24,6,3,7,1,7,1
28,7,1,5,2,8,1
32,5,2,3,3,9,1
38,5,5,4,3,17,1
2,7,6,5,5,1,0
16,7,1,6,3,8,0
28,5,5,4,3,13,0
30,6,3,5,5,11,0
34,4,3,3,5,10,0
44,5,5,6,7,14,0
48,6,7,7,5,13,0
52,7,5,5,6,14,0
54,5,6,3,7,14,0
56,3,7,4,5,14,0
60,4,5,3,3,16,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
22,5,2,4,0,10,1
32,4,0,5,2,10,1
36,5,2,3,3,10,1
42,5,5,6,3,19,1
44,6,3,4,2,11,1
56,4,2,6,3,17,1
62,6,3,5,5,17,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
24,5,2,6,4,11,0
4,7,6,5,5,2,1
22,5,5,3,4,10,1
26,7,1,6,3,13,1
38,6,3,4,4,12,1
46,4,4,5,2,13,1
64,5,2,4,4,20,1
68,4,4,6,3,18,1
8,7,6,5,5,4,1
10,7,1,5,2,5,1
14,5,5,4,3,5,1
18,4,3,3,1,5,1
26,3,1,4,3,8,1
42,4,3,5,5,14,1
46,5,5,4,3,12,1
60,4,3,5,5,18,1
68,5,5,4,3,19,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
20,5,2,6,4,9,0
22,5,5,6,3,9,0
24,6,3,4,2,6,0
26,4,2,2,3,7,0
38,6,4,5,6,14,0
40,5,6,3,5,10,0
8,7,1,5,2,4,1
16,7,6,5,5,8,1
20,5,5,6,3,6,1
48,6,3,7,1,19,1
52,7,1,6,3,14,1
56,6,3,7,1,15,1
70,7,1,6,3,21,1
72,6,3,7,1,18,1
2,7,6,5,5,1,1
14,7,1,6,3,7,1
20,5,5,3,4,9,1
22,6,3,4,2,7,1
24,3,4,1,3,7,1
32,4,2,5,4,10,1
44,5,4,3,3,14,1
4,7,6,5,5,2,1
8,5,5,3,4,3,1
12,7,1,5,2,6,1
16,5,2,3,1,5,1
20,3,1,5,2,6,1
24,3,4,2,2,10,1
46,5,2,7,3,18,1
60,7,3,6,1,18,1
78,6,1,5,3,24,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
22,5,2,4,0,10,1
24,4,0,3,2,6,1
28,3,2,5,1,8,1
30,5,5,6,3,13,1
64,6,3,7,5,24,1
68,5,1,4,3,27,1
8,7,6,5,5,4,1
12,7,1,6,3,6,1
20,5,5,6,7,8,1
26,6,3,4,4,10,1
38,6,7,7,5,14,1
48,7,5,5,4,14,1
54,5,4,4,2,15,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
8,5,5,3,4,2,1
10,3,4,5,3,3,1
14,5,2,4,4,6,1
20,5,3,4,5,7,1
32,4,5,5,7,11,1
34,5,7,4,5,9,1
60,4,5,6,4,21,1
94,6,4,4,5,32,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
24,5,2,6,4,11,0
26,6,4,5,6,7,0
40,5,6,3,5,13,0
48,5,5,6,7,22,0
50,6,7,4,6,13,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
30,5,5,3,4,13,1
32,3,4,2,2,8,1
44,5,2,7,3,21,1
48,7,3,5,4,13,1
20,7,1,5,2,10,1
22,7,6,6,4,11,1
24,5,2,4,4,7,1
26,4,4,6,3,7,1
28,6,3,4,2,7,1
30,4,2,3,4,8,1
32,3,4,4,6,8,1
44,6,4,5,2,16,1
2,7,6,5,5,1,0
12,7,1,5,2,6,0
20,5,2,4,4,7,0
24,5,5,6,3,11,0
26,6,3,4,2,7,0
34,4,2,3,4,10,0
36,3,4,2,2,9,0
38,2,2,4,3,10,0
50,4,3,5,5,15,0
52,5,5,6,7,13,0
58,6,7,5,5,16,0
70,5,5,3,6,20,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
22,5,2,3,3,10,1
38,5,5,3,6,17,1
42,3,6,5,7,11,1
2,7,6,5,5,1,1
22,7,1,6,3,11,1
26,5,5,6,3,12,1
28,6,3,5,1,7,1
36,5,1,7,2,11,1
40,7,2,6,4,11,1
42,6,4,5,2,11,1
52,5,2,6,4,15,1
58,6,4,5,6,16,1
2,7,6,5,5,1,1
18,5,5,6,3,8,1
20,7,1,6,3,10,1
32,6,3,5,1,11,1
70,5,1,3,0,27,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,7,1,8,1
20,7,1,6,3,5,1
36,6,3,7,5,13,1
38,7,5,5,4,10,1
40,5,5,6,3,18,1
42,6,3,5,1,11,1
46,5,1,6,3,12,1
56,5,4,3,5,18,1
66,6,3,7,5,21,1
80,3,5,5,4,26,1
4,7,1,5,2,2,0
16,7,6,5,5,8,0
48,5,2,7,3,23,0
56,7,3,6,5,16,0
62,6,5,5,3,17,0
70,5,3,3,2,19,0
72,3,2,4,0,18,0
76,4,0,5,2,20,0
78,5,2,3,1,20,0
80,3,1,5,2,20,0
82,5,2,3,3,21,0
96,3,3,5,2,27,0
98,5,2,3,1,25,0
100,3,1,4,3,25,0
102,4,3,2,4,26,0
104,2,4,1,6,26,0
112,1,6,0,4,30,0
2,7,6,5,5,1,1
20,7,1,5,0,10,1
22,5,0,3,1,6,1
34,5,5,3,4,16,1
2,7,6,5,5,1,1
16,7,1,6,3,8,1
24,6,3,5,1,8,1
44,5,5,6,3,21,1
46,6,3,4,4,12,1
50,4,4,3,2,13,1
64,3,2,4,4,19,1
66,4,4,6,5,17,1
72,6,5,4,4,19,1
78,4,4,3,6,21,1
80,5,1,6,3,34,1
86,6,3,4,4,23,1
4,7,6,5,5,2,0
12,7,1,6,3,6,0
4,7,1,5,2,2,0
8,7,6,5,5,4,0
36,5,2,4,4,17,0
20,7,6,6,4,10,1
26,7,1,6,3,13,1
36,6,3,4,2,11,1
42,6,4,5,2,16,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
20,5,2,6,4,9,0
24,6,4,5,6,7,0
30,5,6,3,5,9,0
36,5,5,6,3,16,0
44,6,3,5,5,13,0
66,5,5,4,7,22,0
68,4,7,3,5,17,0
72,3,5,2,7,19,0
74,2,7,3,5,19,0
8,7,6,5,5,4,0
12,5,5,3,6,4,0
20,3,6,4,4,7,0
24,7,1,5,2,12,0
34,4,4,5,6,12,0
38,5,6,3,5,10,0
42,5,2,3,1,15,0
46,3,1,2,3,12,0
8,7,6,5,5,4,1
10,7,1,5,2,5,1
18,5,2,4,4,6,1
20,4,4,3,2,5,1
26,5,5,3,6,11,1
4,7,1,5,2,2,0
16,7,6,5,5,8,0
